Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
,New Zealand,-40.9006,174.886,2020-11-02,1968,25,1868,75,Western Pacific
,Nicaragua,12.865416,-85.207229,2020-11-02,5514,156,4225,1133,Americas
,Niger,17.607789,8.081666,2020-11-02,1222,69,1141,12,Africa
,Nigeria,9.082,8.6753,2020-11-02,63036,1147,59328,2561,Africa
,North Macedonia,41.6086,21.7453,2020-11-02,32997,1025,21244,10728,Europe
,Norway,60.472,8.4689,2020-11-02,21339,282,11863,9194,Europe
,Oman,21.512583,55.923255,2020-11-02,116152,1256,106195,8701,Eastern Mediterranean
,Pakistan,30.3753,69.3451,2020-11-02,336260,6849,315446,13965,Eastern Mediterranean
,Palau,7.515,134.5825,2020-11-02,0,0,0,0,Western Pacific
,Panama,8.538,-80.7821,2020-11-02,134915,2720,112565,19630,Americas
,Papua New Guinea,-6.314993,143.95555,2020-11-02,590,7,575,8,Western Pacific
,Paraguay,-23.4425,-58.4438,2020-11-02,64156,1429,44006,18721,Americas
,Peru,-9.19,-75.0152,2020-11-02,902503,86702,830612,-14811,Americas
,Philippines,12.879721,121.774017,2020-11-02,385400,7269,348830,29301,Western Pacific
,Poland,51.9194,19.1451,2020-11-02,395480,5875,154413,235192,Europe
,Portugal,39.3999,-8.2245,2020-11-02,146847,2590,83294,60963,Europe
,Qatar,25.3548,51.1839,2020-11-02,132917,232,129996,2689,Eastern Mediterranean
,Romania,45.9432,24.9668,2020-11-02,250704,7153,177361,66190,Europe
,Russia,61.52401,105.318756,2020-11-02,1642665,28264,1228921,385480,Europe
,Rwanda,-1.9403,29.8739,2020-11-02,5155,35,4922,198,Africa
,Saint Kitts and Nevis,17.357822,-62.782998,2020-11-02,19,0,19,0,Americas
,Saint Lucia,13.9094,-60.9789,2020-11-02,84,0,28,56,Americas
,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-11-02,75,0,71,4,Americas
,Samoa,-13.759,-172.1046,2020-11-02,0,0,0,0,Western Pacific
,San Marino,43.9424,12.4578,2020-11-02,958,42,721,195,Europe
,Sao Tome and Principe,0.1864,6.6131,2020-11-02,949,16,904,29,Africa
,Saudi Arabia,23.885942,45.079162,2020-11-02,348037,5437,334672,7928,Eastern Mediterranean
,Senegal,14.4974,-14.4524,2020-11-02,15637,325,15059,253,Africa
,Serbia,44.0165,21.0059,2020-11-02,49205,833,0,48372,Europe
,Seychelles,-4.6796,55.492,2020-11-02,154,0,149,5,Africa
,Sierra Leone,8.460555,-11.779889,2020-11-02,2366,74,1802,490,Africa
,Singapore,1.2833,103.8333,2020-11-02,58020,28,57924,68,Western Pacific
,Slovakia,48.669,19.699,2020-11-02,65339,219,13012,52108,Europe
,Slovenia,46.1512,14.9955,2020-11-02,36206,388,13297,22521,Europe
,Solomon Islands,-9.6457,160.1562,2020-11-02,13,0,4,9,Western Pacific
,Somalia,5.152149,46.199616,2020-11-02,3941,104,3185,652,Eastern Mediterranean
,South Africa,-30.5595,22.9375,2020-11-02,727595,19465,657500,50630,Africa
,South Sudan,6.877,31.307,2020-11-02,2926,59,1290,1577,Africa
,Spain,40.463667,-3.74922,2020-11-02,1240697,36257,150376,1054064,Europe
,Sri Lanka,7.873054,80.771797,2020-11-02,11335,21,5249,6065,South-East Asia
,Sudan,12.8628,30.2176,2020-11-02,13819,837,6764,6218,Eastern Mediterranean
,Summer Olympics 2020,35.6491,139.7737,2020-11-02,0,0,0,0,
,Suriname,3.9193,-56.0278,2020-11-02,5212,111,5082,19,Americas
,Sweden,60.128161,18.643501,2020-11-02,124355,5938,0,118417,Europe
,Switzerland,46.8182,8.2275,2020-11-02,176177,2504,80400,93273,Europe
,Syria,34.802075,38.996815,2020-11-02,5843,295,0,5548,Eastern Mediterranean
,Taiwan*,23.7,121.0,2020-11-02,563,7,519,37,Western Pacific
,Tajikistan,38.861,71.2761,2020-11-02,11054,82,10337,635,Europe
,Tanzania,-6.369028,34.888822,2020-11-02,509,21,183,305,Africa
,Thailand,15.870032,100.992541,2020-11-02,3787,59,3605,123,South-East Asia
,Timor-Leste,-8.874217,125.727539,2020-11-02,30,0,0,30,South-East Asia
,Togo,8.6195,0.8248,2020-11-02,2364,57,1681,626,Africa
,Tonga,-21.179,-175.1982,2020-11-02,0,0,0,0,Western Pacific
,Trinidad and Tobago,10.6918,-61.2225,2020-11-02,5704,109,4887,708,Americas
,Tunisia,33.886917,9.537499,2020-11-02,61906,1381,5032,55493,Eastern Mediterranean
,Turkey,38.9637,35.2433,2020-11-02,379775,10402,327007,42366,Europe
,US,40.0,-100.0,2020-11-02,9318498,232575,3674981,5410942,Americas
,Uganda,1.373333,32.290275,2020-11-02,12971,114,7556,5301,Africa
,Ukraine,48.3794,31.1656,2020-11-02,414567,7584,170880,236103,Europe
,United Arab Emirates,23.424076,53.847818,2020-11-02,135141,497,132024,2620,Eastern Mediterranean
Anguilla,United Kingdom,18.2206,-63.0686,2020-11-02,3,0,3,0,Europe
Bermuda,United Kingdom,32.3078,-64.7505,2020-11-02,206,9,176,21,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-11-02,71,1,70,0,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-11-02,240,1,221,18,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,2020-11-02,0,0,713,-713,Europe
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-11-02,13,0,13,0,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,2020-11-02,707,0,629,78,Europe
Guernsey,United Kingdom,49.448196,-2.58949,2020-11-02,271,16,0,255,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,2020-11-02,355,24,324,7,Europe
Jersey,United Kingdom,49.2138,-2.1358,2020-11-02,580,32,0,548,Europe
Montserrat,United Kingdom,16.742498,-62.187366,2020-11-02,13,1,12,0,Europe
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,2020-11-02,704,6,689,9,Europe
,United Kingdom,55.3781,-3.436,2020-11-02,1053864,46853,0,1007011,Europe
,Uruguay,-32.5228,-55.7658,2020-11-02,3165,60,2658,447,Americas
,Uzbekistan,41.377491,64.585262,2020-11-02,67254,571,64466,2217,Europe
,Vanuatu,-15.3767,166.9592,2020-11-02,0,0,0,0,Western Pacific
,Venezuela,6.4238,-66.5897,2020-11-02,92705,806,87547,4352,Americas
,Vietnam,14.058324,108.277199,2020-11-02,1192,35,1065,92,Western Pacific
,West Bank and Gaza,31.9522,35.2332,2020-11-02,54775,493,47169,7113,Eastern Mediterranean
,Winter Olympics 2022,39.9042,116.4074,2020-11-02,0,0,0,0,
,Yemen,15.552727,48.516388,2020-11-02,2063,601,1375,87,Eastern Mediterranean
,Zambia,-13.133897,27.849332,2020-11-02,16543,349,15733,461,Africa
,Zimbabwe,-19.015438,29.154857,2020-11-02,8389,245,7939,205,Africa
,Afghanistan,33.93911,67.709953,2020-11-03,41633,1541,34355,5737,Eastern Mediterranean
,Albania,41.1533,20.1683,2020-11-03,21904,532,11473,9899,Europe
,Algeria,28.0339,1.6596,2020-11-03,58979,1980,40577,16422,Africa
,Andorra,42.5063,1.5218,2020-11-03,4910,75,3627,1208,Europe
,Angola,-11.2027,17.8739,2020-11-03,11577,291,5230,6056,Africa
,Antarctica,-71.9499,23.347,2020-11-03,0,0,0,0,
,Antigua and Barbuda,17.0608,-61.7964,2020-11-03,128,3,117,8,Americas
,Argentina,-38.4161,-63.6167,2020-11-03,1195276,32052,1009278,153946,Americas
,Armenia,40.0691,45.0382,2020-11-03,94776,1413,57599,35764,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,2020-11-03,114,3,111,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,2020-11-03,4443,53,0,4390,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,2020-11-03,38,0,33,5,Western Pacific
Queensland,Australia,-27.4698,153.0251,2020-11-03,1177,6,1165,6,Western Pacific
South Australia,Australia,-34.9285,138.6007,2020-11-03,504,4,487,13,Western Pacific
Tasmania,Australia,-42.8821,147.3272,2020-11-03,230,13,217,0,Western Pacific
Victoria,Australia,-37.8136,144.9631,2020-11-03,20345,819,19496,30,Western Pacific
Western Australia,Australia,-31.9505,115.8605,2020-11-03,771,9,748,14,Western Pacific
,Austria,47.5162,14.5501,2020-11-03,118198,1192,74292,42714,Europe
,Azerbaijan,40.1431,47.5769,2020-11-03,58282,768,45030,12484,Europe
,Bahamas,25.025885,-78.035889,2020-11-03,6790,149,4632,2009,Americas
,Bahrain,26.0275,50.55,2020-11-03,82363,324,79680,2359,Eastern Mediterranean
,Bangladesh,23.685,90.3563,2020-11-03,412647,5983,329787,76877,South-East Asia
,Barbados,13.1939,-59.5432,2020-11-03,238,7,222,9,Americas
,Belarus,53.7098,27.9534,2020-11-03,101329,992,87985,12352,Europe
,Belgium,50.8333,4.469936,2020-11-03,452541,12126,26661,413754,Europe
,Belize,17.1899,-88.4976,2020-11-03,3790,61,2262,1467,Americas
,Benin,9.3077,2.3158,2020-11-03,2683,41,2455,187,Africa
,Bhutan,27.5142,90.4336,2020-11-03,358,0,327,31,South-East Asia
,Bolivia,-16.2902,-63.5887,2020-11-03,141936,8751,112526,20659,Americas
,Bosnia and Herzegovina,43.9159,17.6791,2020-11-03,53822,1317,29156,23349,Europe
,Botswana,-22.3285,24.6849,2020-11-03,6642,24,4676,1942,Africa
,Brazil,-14.235,-51.9253,2020-11-03,5570782,160628,5060697,349457,Americas
,Brunei,4.5353,114.7277,2020-11-03,148,3,143,2,Western Pacific
,Bulgaria,42.7339,25.4858,2020-11-03,60537,1412,21544,37581,Europe
,Burkina Faso,12.2383,-1.5616,2020-11-03,2530,67,2298,165,Africa
,Burma,21.9162,95.956,2020-11-03,55804,1307,39063,15434,South-East Asia
,Burundi,-3.3731,29.9189,2020-11-03,597,1,511,85,Africa
,Cabo Verde,16.5388,-23.0418,2020-11-03,8944,95,8155,694,Africa
,Cambodia,11.55,104.9167,2020-11-03,292,0,283,9,Western Pacific
,Cameroon,3.848,11.5021,2020-11-03,22103,429,21151,523,Africa
Alberta,Canada,53.9333,-116.5765,2020-11-03,29932,338,0,29594,Americas
British Columbia,Canada,53.7267,-127.6476,2020-11-03,15800,272,0,15528,Americas
Manitoba,Canada,53.7609,-98.8139,2020-11-03,6377,85,0,6292,Americas
New Brunswick,Canada,46.5653,-66.4619,2020-11-03,344,6,0,338,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-11-03,291,4,0,287,Americas
Northwest Territories,Canada,64.8255,-124.8457,2020-11-03,10,0,0,10,Americas
Nova Scotia,Canada,44.682,-63.7443,2020-11-03,1114,65,0,1049,Americas
Nunavut,Canada,70.2998,-83.1076,2020-11-03,0,0,0,0,Americas
Ontario,Canada,51.2538,-85.3232,2020-11-03,81167,3449,0,77718,Americas
Prince Edward Island,Canada,46.5107,-63.4168,2020-11-03,64,0,0,64,Americas
Quebec,Canada,52.9399,-73.5491,2020-11-03,109878,6386,0,103492,Americas
Repatriated Travellers,Canada,,,2020-11-03,0,0,0,0,Americas
Saskatchewan,Canada,52.9399,-106.4509,2020-11-03,3373,25,0,3348,Americas
Yukon,Canada,64.2823,-135.0,2020-11-03,23,1,0,22,Americas
,Central African Republic,6.6111,20.9394,2020-11-03,4866,62,1924,2880,Africa
,Chad,15.4542,18.7322,2020-11-03,1513,98,1331,84,Africa
,Chile,-35.6751,-71.543,2020-11-03,514202,14319,490820,9063,Americas
Anhui,China,31.8257,117.2264,2020-11-03,991,6,985,0,Western Pacific
Beijing,China,40.1824,116.4142,2020-11-03,944,9,929,6,Western Pacific
Chongqing,China,30.0572,107.874,2020-11-03,589,6,580,3,Western Pacific
Fujian,China,26.0789,117.9874,2020-11-03,443,1,413,29,Western Pacific
Gansu,China,35.7518,104.2861,2020-11-03,180,2,168,10,Western Pacific
Guangdong,China,23.3417,113.4244,2020-11-03,1938,8,1892,38,Western Pacific
Guangxi,China,23.8298,108.7881,2020-11-03,260,2,258,0,Western Pacific
Guizhou,China,26.8154,106.8748,2020-11-03,147,2,145,0,Western Pacific
Hainan,China,19.1959,109.7453,2020-11-03,171,6,165,0,Western Pacific
Hebei,China,39.549,116.1306,2020-11-03,373,6,0,367,Western Pacific
Heilongjiang,China,47.862,127.7615,2020-11-03,949,13,935,1,Western Pacific
Henan,China,37.8957,114.9042,2020-11-03,1284,22,0,1262,Western Pacific
Hong Kong,China,22.3,114.2,2020-11-03,5345,105,5109,131,Western Pacific
Hubei,China,30.9756,112.2707,2020-11-03,68143,4512,63627,4,Western Pacific
Hunan,China,27.6104,111.7088,2020-11-03,1020,4,1015,1,Western Pacific
Inner Mongolia,China,44.0935,113.9448,2020-11-03,297,1,270,26,Western Pacific
Jiangsu,China,32.9711,119.455,2020-11-03,674,0,666,8,Western Pacific
Jiangxi,China,27.614,115.7221,2020-11-03,935,1,934,0,Western Pacific
Jilin,China,43.6661,126.1923,2020-11-03,157,2,155,0,Western Pacific
Liaoning,China,41.2956,122.6085,2020-11-03,283,2,278,3,Western Pacific
Macau,China,22.1667,113.55,2020-11-03,46,0,46,0,Western Pacific
Ningxia,China,37.2692,106.1655,2020-11-03,75,0,75,0,Western Pacific
Qinghai,China,35.7452,95.9956,2020-11-03,18,0,18,0,Western Pacific
Shaanxi,China,35.1917,108.8701,2020-11-03,456,3,427,26,Western Pacific
Shandong,China,36.3427,118.1498,2020-11-03,848,7,836,5,Western Pacific
Shanghai,China,31.202,121.4491,2020-11-03,1200,7,1101,92,Western Pacific
Shanxi,China,37.5777,112.2922,2020-11-03,215,0,210,5,Western Pacific
Sichuan,China,30.6171,102.7103,2020-11-03,757,3,715,39,Western Pacific
Tianjin,China,39.3054,117.323,2020-11-03,273,3,255,15,Western Pacific
Tibet,China,31.6927,88.0924,2020-11-03,1,0,1,0,Western Pacific
Unknown,China,,,2020-11-03,0,0,0,0,Western Pacific
Xinjiang,China,41.1129,85.2401,2020-11-03,966,3,899,64,Western Pacific
Yunnan,China,24.974,101.487,2020-11-03,213,2,208,3,Western Pacific
Zhejiang,China,29.1832,120.0934,2020-11-03,1287,1,1279,7,Western Pacific
,Colombia,4.5709,-74.2973,2020-11-03,1099392,31847,993877,73668,Americas
,Comoros,-11.6455,43.3333,2020-11-03,545,7,498,40,Africa
,Congo (Brazzaville),-0.228,15.8277,2020-11-03,5348,92,3887,1369,Africa
,Congo (Kinshasa),-4.0383,21.7587,2020-11-03,11427,315,10783,329,Africa
,Costa Rica,9.7489,-83.7534,2020-11-03,112120,1419,68604,42097,Americas
,Cote d'Ivoire,7.54,-5.5471,2020-11-03,20765,126,20427,212,Africa
,Croatia,45.1,15.2,2020-11-03,54087,628,39380,14079,Europe
,Cuba,21.521757,-77.781167,2020-11-03,7035,129,6374,532,Americas
,Cyprus,35.1264,33.4299,2020-11-03,4760,26,1882,2852,Europe
,Czechia,49.8175,15.473,2020-11-03,362985,3913,185180,173892,Europe
Faroe Islands,Denmark,61.8926,-6.9118,2020-11-03,495,0,490,5,Europe
Greenland,Greenland,71.7069,-42.6043,2020-11-03,17,0,16,1,Europe
,Denmark,56.2639,9.5018,2020-11-03,49594,728,36111,12755,Europe
,Djibouti,11.8251,42.5903,2020-11-03,5575,61,5467,47,Eastern Mediterranean
,Dominica,15.415,-61.371,2020-11-03,50,0,33,17,Americas
,Dominican Republic,18.7357,-70.1627,2020-11-03,127848,2252,105982,19614,Americas
,Ecuador,-1.8312,-78.1834,2020-11-03,170110,12698,149048,8364,Americas
,Egypt,26.820553,30.802498,2020-11-03,108122,6305,99765,2052,Eastern Mediterranean
,El Salvador,13.7942,-88.8965,2020-11-03,34404,987,29788,3629,Americas
,Equatorial Guinea,1.6508,10.2679,2020-11-03,5089,83,4965,41,Africa
,Eritrea,15.1794,39.7823,2020-11-03,480,0,426,54,Africa
,Estonia,58.5953,25.0136,2020-11-03,5125,73,3904,1148,Europe
,Eswatini,-26.5225,31.4659,2020-11-03,5942,117,5669,156,Africa
,Ethiopia,9.145,40.4897,2020-11-03,97502,1494,55254,40754,Africa
,Fiji,-17.7134,178.065,2020-11-03,34,2,31,1,Western Pacific
,Finland,61.92411,25.748151,2020-11-03,17003,350,11300,5353,Europe
French Guiana,France,3.9339,-53.1258,2020-11-03,10577,70,9995,512,Europe
French Polynesia,France,-17.6797,149.4068,2020-11-03,8949,38,4842,4069,Europe
Guadeloupe,France,16.265,-61.551,2020-11-03,7903,133,2242,5528,Europe
Martinique,France,14.6415,-61.0242,2020-11-03,3552,30,98,3424,Europe
Mayotte,France,-12.8275,45.166244,2020-11-03,4524,45,2964,1515,Europe
New Caledonia,France,-20.904305,165.618042,2020-11-03,28,0,28,0,Europe
Reunion,France,-21.1151,55.5364,2020-11-03,5898,26,4884,988,Europe
Saint Barthelemy,France,17.9,-62.8333,2020-11-03,89,0,67,22,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-11-03,16,0,12,4,Europe
St Martin,France,18.0708,-63.0501,2020-11-03,591,9,488,94,Europe
Wallis and Futuna,France,-14.2938,-178.1165,2020-11-03,1,0,0,1,Europe
,France,46.2276,2.2137,2020-11-03,1597139,38414,98044,1460681,Europe
,Gabon,-0.8037,11.6094,2020-11-03,8984,55,8779,150,Africa
,Gambia,13.4432,-15.3101,2020-11-03,3679,120,3494,65,Africa
,Georgia,42.3154,43.3569,2020-11-03,44522,362,28633,15527,Europe
,Germany,51.165691,10.451526,2020-11-03,577131,10717,373391,193023,Europe
,Ghana,7.9465,-1.0232,2020-11-03,48200,320,47260,620,Africa
,Greece,39.0742,21.8243,2020-11-03,44246,655,23074,20517,Europe
,Grenada,12.1165,-61.679,2020-11-03,29,0,27,2,Americas
,Guatemala,15.7835,-90.2308,2020-11-03,108483,3748,98658,6077,Americas
,Guinea,9.9456,-9.6966,2020-11-03,12213,73,10600,1540,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-11-03,2413,41,1818,554,Africa
,Guyana,4.860416,-58.93018,2020-11-03,4245,128,3320,797,Americas
,Haiti,18.9712,-72.2852,2020-11-03,9054,232,7429,1393,Americas
,Holy See,41.9029,12.4534,2020-11-03,27,0,15,12,Europe
,Honduras,15.2,-86.2419,2020-11-03,98688,2706,41848,54134,Americas
,Hungary,47.1625,19.5033,2020-11-03,86769,1973,20856,63940,Europe
,Iceland,64.9631,-19.0208,2020-11-03,4957,17,4081,859,Europe
,India,20.593684,78.96288,2020-11-03,8313876,123611,7656478,533787,South-East Asia
,Indonesia,-0.7893,113.9213,2020-11-03,418375,14146,349497,54732,South-East Asia
,Iran,32.427908,53.688046,2020-11-03,637712,36160,495473,106079,Eastern Mediterranean
,Iraq,33.223191,43.679291,2020-11-03,482296,11068,408756,62472,Eastern Mediterranean
,Ireland,53.1424,-7.6921,2020-11-03,63048,1922,23364,37762,Europe
,Israel,31.046051,34.851612,2020-11-03,316641,2622,303086,10933,Europe
,Italy,41.87194,12.56738,2020-11-03,759829,39412,302275,418142,Europe
,Jamaica,18.1096,-77.2975,2020-11-03,9296,214,4666,4416,Americas
,Japan,36.204824,138.252924,2020-11-03,103288,1795,93133,8360,Western Pacific
,Jordan,31.24,36.51,2020-11-03,86576,967,7993,77616,Eastern Mediterranean
,Kazakhstan,48.0196,66.9237,2020-11-03,151321,2259,135729,13333,Europe
,Kenya,-0.0236,37.9062,2020-11-03,57093,1039,37846,18208,Africa
,Kiribati,-3.3704,-168.734,2020-11-03,0,0,0,0,Western Pacific
,South Korea,35.907757,127.766922,2020-11-03,26925,474,24616,1835,Western Pacific
,Kosovo,42.602636,20.902977,2020-11-03,20999,705,15722,4572,Europe
,Kuwait,29.31166,47.481766,2020-11-03,128080,789,119080,8211,Eastern Mediterranean
,Kyrgyzstan,41.20438,74.766098,2020-11-03,60774,1163,51815,7796,Europe
,Laos,19.85627,102.495496,2020-11-03,24,0,23,1,Western Pacific
,Latvia,56.8796,24.6032,2020-11-03,6439,79,1444,4916,Europe
,Lebanon,33.8547,35.8623,2020-11-03,85209,667,43885,40657,Eastern Mediterranean
,Lesotho,-29.61,28.2336,2020-11-03,1961,44,988,929,Africa
,Liberia,6.428055,-9.429499,2020-11-03,1426,82,1294,50,Africa
,Libya,26.3351,17.228331,2020-11-03,63688,893,36995,25800,Eastern Mediterranean
,Liechtenstein,47.14,9.55,2020-11-03,668,3,379,286,Europe
,Lithuania,55.1694,23.8813,2020-11-03,17425,170,5975,11280,Europe
,Luxembourg,49.8153,6.1296,2020-11-03,19634,167,10825,8642,Europe
,Madagascar,-18.766947,46.869107,2020-11-03,17111,244,16409,458,Africa
,Malawi,-13.2543,34.3015,2020-11-03,5934,184,5333,417,Africa
,Malaysia,4.210484,101.975766,2020-11-03,34393,270,23994,10129,Western Pacific
,Maldives,3.2028,73.2207,2020-11-03,11796,38,10962,796,South-East Asia
,Mali,17.570692,-3.996166,2020-11-03,3584,136,2775,673,Africa
,Malta,35.9375,14.3754,2020-11-03,6506,64,4505,1937,Europe
,Marshall Islands,7.1315,171.1845,2020-11-03,2,0,0,2,Western Pacific
,Mauritania,21.0079,-10.9408,2020-11-03,7724,164,7437,123,Africa
,Mauritius,-20.348404,57.552152,2020-11-03,451,10,413,28,Africa
,Mexico,23.6345,-102.5528,2020-11-03,938405,92593,803086,42726,Americas
,Micronesia,7.4256,150.5508,2020-11-03,0,0,0,0,Western Pacific
,Moldova,47.4116,28.3699,2020-11-03,77487,1838,57402,18247,Europe
,Monaco,43.7333,7.4167,2020-11-03,397,2,293,102,Europe
,Mongolia,46.8625,103.8467,2020-11-03,349,0,314,35,Western Pacific
,Montenegro,42.708678,19.37439,2020-11-03,19977,322,14635,5020,Europe
,Morocco,31.7917,-7.0926,2020-11-03,229565,3900,189909,35756,Eastern Mediterranean
,Mozambique,-18.665695,35.529562,2020-11-03,13202,95,0,13107,Africa
,Namibia,-22.9576,18.4904,2020-11-03,13030,133,11304,1593,Africa
,Nepal,28.1667,84.25,2020-11-03,179614,1004,141134,37476,South-East Asia
Aruba,Netherlands,12.5211,-69.9683,2020-11-03,4538,38,4340,160,Europe
Curacao,Netherlands,12.1696,-68.99,2020-11-03,1000,1,722,277,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,2020-11-03,859,22,768,69,Europe
,Netherlands,52.1326,5.2913,2020-11-03,383523,7576,0,375947,Europe
Cook Islands,New Zealand,-21.2367,-159.7777,2020-11-03,0,0,0,0,Western Pacific
,New Zealand,-40.9006,174.886,2020-11-03,1971,25,1873,73,Western Pacific
,Nicaragua,12.865416,-85.207229,2020-11-03,5514,156,4225,1133,Americas
,Niger,17.607789,8.081666,2020-11-03,1222,69,1141,12,Africa
,Nigeria,9.082,8.6753,2020-11-03,63173,1151,59634,2388,Africa
,North Macedonia,41.6086,21.7453,2020-11-03,33908,1049,21665,11194,Europe
,Norway,60.472,8.4689,2020-11-03,21956,282,11863,9811,Europe
,Oman,21.512583,55.923255,2020-11-03,116528,1264,106540,8724,Eastern Mediterranean
,Pakistan,30.3753,69.3451,2020-11-03,337573,6867,316060,14646,Eastern Mediterranean
,Palau,7.515,134.5825,2020-11-03,0,0,0,0,Western Pacific
,Panama,8.538,-80.7821,2020-11-03,135592,2731,113379,19482,Americas
,Papua New Guinea,-6.314993,143.95555,2020-11-03,597,7,580,10,Western Pacific
,Paraguay,-23.4425,-58.4438,2020-11-03,64628,1441,44523,18664,Americas
,Peru,-9.19,-75.0152,2020-11-03,902503,86808,830612,-14917,Americas
,Philippines,12.879721,121.774017,2020-11-03,387161,7318,348967,30876,Western Pacific
,Poland,51.9194,19.1451,2020-11-03,414844,6102,159986,248756,Europe
,Portugal,39.3999,-8.2245,2020-11-03,149443,2635,86589,60219,Europe
,Qatar,25.3548,51.1839,2020-11-03,133143,232,130202,2709,Eastern Mediterranean
,Romania,45.9432,24.9668,2020-11-03,258437,7273,181175,69989,Europe
,Russia,61.52401,105.318756,2020-11-03,1661096,28611,1244012,388473,Europe
,Rwanda,-1.9403,29.8739,2020-11-03,5162,35,4930,197,Africa
,Saint Kitts and Nevis,17.357822,-62.782998,2020-11-03,19,0,19,0,Americas
,Saint Lucia,13.9094,-60.9789,2020-11-03,97,0,32,65,Americas
,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-11-03,75,0,71,4,Americas
,Samoa,-13.759,-172.1046,2020-11-03,0,0,0,0,Western Pacific
,San Marino,43.9424,12.4578,2020-11-03,958,42,730,186,Europe
,Sao Tome and Principe,0.1864,6.6131,2020-11-03,954,16,907,31,Africa
,Saudi Arabia,23.885942,45.079162,2020-11-03,348510,5456,335153,7901,Eastern Mediterranean
,Senegal,14.4974,-14.4524,2020-11-03,15640,326,15149,165,Africa
,Serbia,44.0165,21.0059,2020-11-03,51083,844,0,50239,Europe
,Seychelles,-4.6796,55.492,2020-11-03,154,0,151,3,Africa
,Sierra Leone,8.460555,-11.779889,2020-11-03,2368,74,1803,491,Africa
,Singapore,1.2833,103.8333,2020-11-03,58029,28,57937,64,Western Pacific
,Slovakia,48.669,19.699,2020-11-03,68397,235,14257,53905,Europe
,Slovenia,46.1512,14.9955,2020-11-03,37382,412,14074,22896,Europe
,Solomon Islands,-9.6457,160.1562,2020-11-03,13,0,4,9,Western Pacific
,Somalia,5.152149,46.199616,2020-11-03,4229,107,3247,875,Eastern Mediterranean
,South Africa,-30.5595,22.9375,2020-11-03,728836,19539,659259,50038,Africa
,South Sudan,6.877,31.307,2020-11-03,2940,59,1290,1591,Africa
,Spain,40.463667,-3.74922,2020-11-03,1259366,36495,150376,1072495,Europe
,Sri Lanka,7.873054,80.771797,2020-11-03,11744,23,5581,6140,South-East Asia
,Sudan,12.8628,30.2176,2020-11-03,13866,837,6764,6265,Eastern Mediterranean
,Summer Olympics 2020,35.6491,139.7737,2020-11-03,0,0,0,0,
,Suriname,3.9193,-56.0278,2020-11-03,5218,111,5087,20,Americas
,Sweden,60.128161,18.643501,2020-11-03,134532,5938,0,128594,Europe
,Switzerland,46.8182,8.2275,2020-11-03,182303,2582,83400,96321,Europe
,Syria,34.802075,38.996815,2020-11-03,5888,298,0,5590,Eastern Mediterranean
,Taiwan*,23.7,121.0,2020-11-03,567,7,521,39,Western Pacific
,Tajikistan,38.861,71.2761,2020-11-03,11096,82,10389,625,Europe
,Tanzania,-6.369028,34.888822,2020-11-03,509,21,183,305,Africa
,Thailand,15.870032,100.992541,2020-11-03,3797,59,3612,126,South-East Asia
,Timor-Leste,-8.874217,125.727539,2020-11-03,30,0,0,30,South-East Asia
,Togo,8.6195,0.8248,2020-11-03,2381,57,1691,633,Africa
,Tonga,-21.179,-175.1982,2020-11-03,0,0,0,0,Western Pacific
,Trinidad and Tobago,10.6918,-61.2225,2020-11-03,5754,110,4929,715,Americas
,Tunisia,33.886917,9.537499,2020-11-03,63126,1483,5032,56611,Eastern Mediterranean
,Turkey,38.9637,35.2433,2020-11-03,382118,10481,328824,42813,Europe
,US,40.0,-100.0,2020-11-03,9442028,234172,3705130,5502726,Americas
,Uganda,1.373333,32.290275,2020-11-03,13099,115,7612,5372,Africa
,Ukraine,48.3794,31.1656,2020-11-03,423683,7749,176220,239714,Europe
,United Arab Emirates,23.424076,53.847818,2020-11-03,136149,503,133490,2156,Eastern Mediterranean
Anguilla,United Kingdom,18.2206,-63.0686,2020-11-03,3,0,3,0,Europe
Bermuda,United Kingdom,32.3078,-64.7505,2020-11-03,206,9,176,21,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-11-03,71,1,70,0,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-11-03,242,1,232,9,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,2020-11-03,0,0,749,-749,Europe
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-11-03,13,0,13,0,Europe
